what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Oracle Corporation",1343269152604
java.version,sysinfo,,,"1.7.0_05",1343269152604
java.vm.info,sysinfo,,,"mixed mode",1343269152604
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1343269152604
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343269152604
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1343269152604
java.vm.specification.version,sysinfo,,,"1.7",1343269152604
java.vm.vendor,sysinfo,,,"Oracle Corporation",1343269152604
java.vm.version,sysinfo,,,"23.1-b03",1343269152604
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1343269152625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269163710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269173382
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269177578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269177751
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343269177761
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343269179081
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269179083
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343269181066
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269199502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269199556
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343269205855
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269205855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269237210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269259180
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343269261961
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343269261989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269263812
started,bundle,org.eclipse.wb.runtime.lib,1.3.0.r37x201202052311,"org.eclipse.wb.runtime.lib",1343269264266
started,bundle,org.eclipse.wb.swing.FormLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout",1343269264533
started,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1343269266689
started,bundle,org.eclipse.wb.swing.MigLayout.lib,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout.lib",1343269268417
started,bundle,org.eclipse.wb.swing.MigLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout",1343269268523
started,bundle,org.eclipse.wb.swing.jsr296,1.3.0.r37x201202021417,"org.eclipse.wb.swing.jsr296",1343269270741
started,bundle,org.eclipse.wb.swing.java6,1.3.0.r37x201202021417,"org.eclipse.wb.swing.java6",1343269276034
started,bundle,org.eclipse.wb.layout.group,1.3.0.r37x201202060028,"org.eclipse.wb.layout.group",1343269276061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269277698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269284036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269299341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269301116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343269309186
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343269314454
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343269319852
